brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,crawl_date
Vietnam Airlines,2.008.791 VND/khách,19:35,10 thg 5,10 thg 5,21:40,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.008.791 VND/khách,20:00,10 thg 5,10 thg 5,22:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.008.791 VND/khách,21:00,10 thg 5,10 thg 5,23:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.008.791 VND/khách,04:55,10 thg 5,10 thg 5,07:05,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
VietJet Air,2.041.883 VND/khách,19:40,10 thg 5,10 thg 5,21:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",23-04-2025
Bamboo Airways,2.117.000 VND/khách,07:10,10 thg 5,10 thg 5,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Bamboo Airways,2.117.000 VND/khách,15:45,10 thg 5,10 thg 5,17:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Bamboo Airways,2.117.000 VND/khách,18:40,10 thg 5,10 thg 5,20:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.206.481 VND/khách,15:00,10 thg 5,10 thg 5,17:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,07:00,10 thg 5,10 thg 5,09:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,08:00,10 thg 5,10 thg 5,10:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,09:00,10 thg 5,10 thg 5,11:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,10:00,10 thg 5,10 thg 5,12:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,11:00,10 thg 5,10 thg 5,13:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,12:00,10 thg 5,10 thg 5,14:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,13:00,10 thg 5,10 thg 5,15:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,14:00,10 thg 5,10 thg 5,16:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,16:00,10 thg 5,10 thg 5,18:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,16:40,10 thg 5,10 thg 5,18:45,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,18:00,10 thg 5,10 thg 5,20:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Vietnam Airlines,2.222.271 VND/khách,17:00,10 thg 5,10 thg 5,19:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
Bamboo Airways,2.344.000 VND/khách,12:50,10 thg 5,10 thg 5,15:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",23-04-2025
