brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,crawl_date
Vietnam Airlines,3.287.921 VND/khách,04:55,25 thg 4,25 thg 4,07:05,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.442.373 VND/khách,21:00,25 thg 4,25 thg 4,23:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
Vietnam Airlines,3.500.083 VND/khách,07:00,25 thg 4,25 thg 4,09:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.500.083 VND/khách,08:00,25 thg 4,25 thg 4,10:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.500.083 VND/khách,10:00,25 thg 4,25 thg 4,12:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.500.083 VND/khách,12:00,25 thg 4,25 thg 4,14:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.500.083 VND/khách,13:00,25 thg 4,25 thg 4,15:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.500.083 VND/khách,14:00,25 thg 4,25 thg 4,16:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.500.083 VND/khách,15:00,25 thg 4,25 thg 4,17:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.500.083 VND/khách,16:00,25 thg 4,25 thg 4,18:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.500.083 VND/khách,16:40,25 thg 4,25 thg 4,18:45,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.696.670 VND/khách,09:00,25 thg 4,25 thg 4,11:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.696.670 VND/khách,20:30,25 thg 4,25 thg 4,22:35,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.696.670 VND/khách,21:00,25 thg 4,25 thg 4,23:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.696.670 VND/khách,23:00,25 thg 4,26 thg 4,01:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.696.670 VND/khách,17:00,25 thg 4,25 thg 4,19:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.861.225 VND/khách,19:35,25 thg 4,25 thg 4,21:40,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.861.225 VND/khách,20:25,25 thg 4,25 thg 4,22:30,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.868.063 VND/khách,06:00,25 thg 4,25 thg 4,08:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
