brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,checked_baggage,hand_luggage,crawl_date
Vietnam Airlines,3.860.961 VND/khách,07:00,03 thg 5,03 thg 5,09:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,08:00,03 thg 5,03 thg 5,10:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,09:00,03 thg 5,03 thg 5,11:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,10:00,03 thg 5,03 thg 5,12:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,11:00,03 thg 5,03 thg 5,13:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,12:00,03 thg 5,03 thg 5,14:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,16:30,03 thg 5,03 thg 5,18:35,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,16:40,03 thg 5,03 thg 5,18:45,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,16:50,03 thg 5,03 thg 5,18:55,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,18:30,03 thg 5,03 thg 5,20:35,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,19:35,03 thg 5,03 thg 5,21:40,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,20:00,03 thg 5,03 thg 5,22:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,20:30,03 thg 5,03 thg 5,22:35,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,21:00,03 thg 5,03 thg 5,23:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,22:00,03 thg 5,04 thg 5,00:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,23:00,03 thg 5,04 thg 5,01:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,04:55,03 thg 5,03 thg 5,07:05,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,17:00,03 thg 5,03 thg 5,19:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
Vietnam Airlines,3.860.961 VND/khách,23:00,03 thg 5,04 thg 5,01:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,25-04-2025
