brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,crawl_date,hand_luggage,checked_baggage
VietJet Air,1.738.265 VND/khách,04:30,01 thg 5,06:30,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,06:15,01 thg 5,08:15,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,21:10,01 thg 5,23:05,01 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,20:10,01 thg 5,22:10,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.018.855 VND/khách,09:15,01 thg 5,11:15,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.018.855 VND/khách,14:05,01 thg 5,16:05,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.018.855 VND/khách,19:15,01 thg 5,21:15,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Bamboo Airways,2.169.925 VND/khách,20:05,01 thg 5,22:10,01 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.491.506 VND/khách,13:20,01 thg 5,15:25,01 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.787.990 VND/khách,16:10,01 thg 5,18:10,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.894.103 VND/khách,17:55,01 thg 5,19:55,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.964.033 VND/khách,07:45,01 thg 5,09:45,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,04:30,02 thg 5,06:30,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,06:15,02 thg 5,08:15,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.877.565 VND/khách,21:10,02 thg 5,23:05,02 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.018.855 VND/khách,19:15,02 thg 5,21:15,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.018.855 VND/khách,20:10,02 thg 5,22:10,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.364.120 VND/khách,11:35,02 thg 5,13:35,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.495.502 VND/khách,13:20,02 thg 5,15:25,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.950.047 VND/khách,07:45,02 thg 5,09:45,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.950.047 VND/khách,20:30,02 thg 5,22:30,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.957.140 VND/khách,16:10,02 thg 5,18:10,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,3.204.792 VND/khách,17:55,02 thg 5,19:55,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Bamboo Airways,3.072.883 VND/khách,20:05,03 thg 5,22:10,03 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.345.003 VND/khách,06:15,03 thg 5,08:15,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.802.915 VND/khách,09:15,03 thg 5,11:15,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.957.140 VND/khách,14:05,03 thg 5,16:05,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,3.100.420 VND/khách,21:10,03 thg 5,23:05,03 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,3.134.862 VND/khách,07:45,03 thg 5,09:45,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,3.374.622 VND/khách,13:20,03 thg 5,15:25,03 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,3.383.995 VND/khách,16:10,03 thg 5,18:10,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,3.383.995 VND/khách,20:10,03 thg 5,22:10,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Bamboo Airways,1.806.199 VND/khách,20:05,21 thg 4,22:10,21 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.594.985 VND/khách,21:10,21 thg 4,23:05,21 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,04:30,21 thg 4,06:30,21 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,20:10,21 thg 4,22:10,21 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,06:15,21 thg 4,08:15,21 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,09:15,21 thg 4,11:15,21 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,16:10,21 thg 4,18:10,21 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.970.028 VND/khách,17:55,21 thg 4,19:55,21 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.974.024 VND/khách,20:30,21 thg 4,22:30,21 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.040.957 VND/khách,13:20,21 thg 4,15:25,21 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.594.985 VND/khách,04:30,22 thg 4,06:30,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,21:10,22 thg 4,23:05,22 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,19:15,22 thg 4,21:15,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,20:10,22 thg 4,22:10,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.760.238 VND/khách,20:30,22 thg 4,22:30,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.768.230 VND/khách,17:55,22 thg 4,19:55,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.771.227 VND/khách,13:20,22 thg 4,15:25,22 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,06:15,22 thg 4,08:15,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,09:15,22 thg 4,11:15,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,14:05,22 thg 4,16:05,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,16:10,22 thg 4,18:10,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.040.957 VND/khách,07:45,22 thg 4,09:45,22 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Bamboo Airways,1.663.416 VND/khách,20:05,23 thg 4,22:10,23 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.594.985 VND/khách,04:30,23 thg 4,06:30,23 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,21:10,23 thg 4,23:05,23 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,19:15,23 thg 4,21:15,23 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.764.234 VND/khách,20:30,23 thg 4,22:30,23 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.771.227 VND/khách,17:55,23 thg 4,19:55,23 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.771.227 VND/khách,13:20,23 thg 4,15:25,23 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,06:15,23 thg 4,08:15,23 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,11:35,23 thg 4,13:35,23 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,16:10,23 thg 4,18:10,23 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.591.005 VND/khách,04:30,24 thg 4,06:30,24 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.727.320 VND/khách,21:10,24 thg 4,23:05,24 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.727.320 VND/khách,19:15,24 thg 4,21:15,24 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.727.320 VND/khách,20:10,24 thg 4,22:10,24 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,06:15,24 thg 4,08:15,24 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,09:15,24 thg 4,11:15,24 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,14:40,24 thg 4,16:40,24 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.970.028 VND/khách,17:55,24 thg 4,19:55,24 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.974.024 VND/khách,20:30,24 thg 4,22:30,24 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.025.972 VND/khách,07:45,24 thg 4,09:45,24 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.040.957 VND/khách,13:20,24 thg 4,15:25,24 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Bamboo Airways,1.938.782 VND/khách,20:05,25 thg 4,22:10,25 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,21:10,25 thg 4,23:05,25 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,04:30,25 thg 4,06:30,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,06:15,25 thg 4,08:15,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,16:10,25 thg 4,18:10,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,19:15,25 thg 4,21:15,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.018.855 VND/khách,11:35,25 thg 4,13:35,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.210.787 VND/khách,20:30,25 thg 4,22:30,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.476.521 VND/khách,13:20,25 thg 4,15:25,25 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,3.159.837 VND/khách,07:45,25 thg 4,09:45,25 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,21:10,26 thg 4,23:05,26 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,19:15,26 thg 4,21:15,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,20:10,26 thg 4,22:10,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,04:30,26 thg 4,06:30,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,06:15,26 thg 4,08:15,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,16:10,26 thg 4,18:10,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.018.855 VND/khách,14:05,26 thg 4,16:05,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.190.990 VND/khách,09:15,26 thg 4,11:15,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.206.791 VND/khách,20:30,26 thg 4,22:30,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.488.509 VND/khách,13:20,26 thg 4,15:25,26 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.499.498 VND/khách,07:45,26 thg 4,09:45,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.499.498 VND/khách,17:55,26 thg 4,19:55,26 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Bamboo Airways,1.806.199 VND/khách,20:05,27 thg 4,22:10,27 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.727.320 VND/khách,21:10,27 thg 4,23:05,27 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.727.320 VND/khách,19:15,27 thg 4,21:15,27 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.727.320 VND/khách,20:10,27 thg 4,22:10,27 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,04:30,27 thg 4,06:30,27 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,06:15,27 thg 4,08:15,27 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.848.710 VND/khách,16:10,27 thg 4,18:10,27 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,1.993.005 VND/khách,21:10,27 thg 4,23:10,27 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,2.190.990 VND/khách,11:35,27 thg 4,13:35,27 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.454.543 VND/khách,13:25,27 thg 4,15:25,27 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Vietnam Airlines,2.462.535 VND/khách,17:55,27 thg 4,19:55,27 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
Bamboo Airways,1.948.525 VND/khách,20:05,28 thg 4,22:10,28 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,21:10,28 thg 4,23:05,28 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,19:15,28 thg 4,21:15,28 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
VietJet Air,1.738.265 VND/khách,20:10,28 thg 4,22:10,28 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",13-04-2025,,
